appid;name;release_date;english;developer;publisher;platforms;required_age;categories;genres;steamspy_tags;achievements;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;price;genresLista;genero;positiveReviewsPct;year;average_playtime_log
516750;My Summer Car;2016-10-24;1;Amistech Games;Amistech Games;windows;0;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support";"Indie;Racing;Simulation;Early Access";"Early Access;Simulation;Driving";64;12847;1309;2191;2229;200000-500000;10.99;['Indie', 'Racing', 'Simulation', 'Early Access'];Simulation;0.9075303758123764;2016;7.692113339595466
447530;VA-11 Hall-A: Cyberpunk Bartender Action;2016-06-21;1;Sukeban Games;"Ysbryd Games;AGM PLAYISM";"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Adventure;Indie;Simulation";"Cyberpunk;Visual Novel;Great Soundtrack";34;12348;294;746;667;200000-500000;10.99;['Adventure', 'Indie', 'Simulation'];Simulation;0.9767441860465116;2016;6.61472560020376
466560;Northgard;2018-03-07;1;Shiro Games;Shiro Games;"windows;mac;linux";0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud";"Indie;Simulation;Strategy";"Strategy;City Builder;Resource Management";133;12214;2314;601;430;500000-1000000;23.79;['Indie', 'Simulation', 'Strategy'];Simulation;0.8407213656387665;2018;6.398594934535208
47890;The Sims™ 3;2011-01-27;1;The Sims Studio;Electronic Arts;windows;0;Single-player;Simulation;"Simulation;Character Customization;Sandbox";0;11679;2493;4730;499;2000000-5000000;24.99;['Simulation'];Simulation;0.8240897544453852;2011;8.46168048148598
298630;The Escapists;2015-02-13;1;Mouldy Toof Studios;Team17 Digital Ltd;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards";"Action;Adventure;Indie;Simulation;Strategy";"Pixel Graphics;Strategy;Crafting";37;11629;1432;826;590;1000000-2000000;12.99;['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy'];Simulation;0.8903606155730802;2015;6.716594773520978
648800;Raft;2018-05-23;1;Redbeet Interactive;Axolot Games;windows;0;"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Cloud";"Adventure;Indie;Simulation;Early Access";"Early Access;Survival;Multiplayer";47;11577;3177;826;748;500000-1000000;14.99;['Adventure', 'Indie', 'Simulation', 'Early Access'];Simulation;0.7846685644570964;2018;6.716594773520978
253710;theHunter Classic;2014-06-03;1;"Expansive Worlds;Avalanche Studios";"Expansive Worlds;Avalanche Studios";windows;0;"Single-player;Multi-player;Co-op;Steam Achievements";"Action;Adventure;Free to Play;Simulation;Sports";"Free to Play;Hunting;Multiplayer";159;11440;15403;163;29;5000000-10000000;0.0;['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports'];Simulation;0.42618187236896027;2014;5.093750200806762
244450;Men of War: Assault Squad 2;2014-05-15;1;Digitalmindsoft;1C Entertainment;windows;0;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor";"Action;Simulation;Strategy";"Strategy;World War II;War";490;11389;2025;4678;6473;500000-1000000;19.99;['Action', 'Simulation', 'Strategy'];Simulation;0.849038318175041;2014;8.450625947144124
233720;Surgeon Simulator;2013-04-19;1;Bossa Studios;Bossa Studios;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Action;Indie;Simulation";"Simulation;Comedy;Indie";123;11387;2462;266;258;1000000-2000000;6.99;['Action', 'Indie', 'Simulation'];Simulation;0.8222254314390931;2013;5.583496308781699
447020;Farming Simulator 17;2016-10-24;1;Giants Software;Focus Home Interactive;"windows;mac";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";Simulation;"Simulation;Multiplayer;Agriculture";17;11211;1025;4377;6403;500000-1000000;15.99;['Simulation'];Simulation;0.9162307943772474;2016;8.384118837190895
262410;World of Guns: Gun Disassembly;2014-05-21;1;Noble Empire Corp.;Noble Empire Corp.;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases";"Free to Play;Indie;Simulation";"Free to Play;Simulation;Shooter";42;11178;2300;99;43;2000000-5000000;0.0;['Free to Play', 'Indie', 'Simulation'];Simulation;0.8293515358361775;2014;4.59511985013459
383120;Empyrion - Galactic Survival;2015-08-05;1;Eleon Game Studios;Eleon Game Studios;windows;0;"Single-player;Multi-player;Co-op;Steam Workshop;Partial Controller Support";"Adventure;Indie;Simulation;Strategy;Early Access";"Early Access;Survival;Open World";0;11061;2777;495;739;500000-1000000;14.99;['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access'];Simulation;0.7993207110854169;2015;6.20455776256869
313340;Mountain;2014-08-18;1;David OReilly;"Double Fine Presents;David OReilly";"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Cloud";"Casual;Indie;RPG;Simulation";"Simulation;Indie;Casual";31;10936;1516;614;584;200000-500000;0.79;['Casual', 'Indie', 'RPG', 'Simulation'];Simulation;0.8782524895599101;2014;6.419994928147142
736190;中国式家长 / Chinese Parents;2018-09-28;0;墨鱼玩游戏;Coconut Island Games;"windows;mac";0;"Single-player;Steam Achievements;Steam Cloud";"Casual;Indie;RPG;Simulation";"Simulation;Indie;RPG";23;10858;1227;652;479;1000000-2000000;7.19;['Casual', 'Indie', 'RPG', 'Simulation'];Simulation;0.8984691766652876;2018;6.480044561926653
666140;My Time At Portia;2019-01-15;1;Pathea Games;Team17 Digital Ltd;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Adventure;Casual;Indie;RPG;Simulation";"Open World;Crafting;RPG";91;10695;1108;2094;2114;500000-1000000;24.99;['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation'];Simulation;0.9061255612979751;2019;7.646831391430482
380600;Fishing Planet;2017-08-28;1;Fishing Planet LLC;Fishing Planet LLC;"windows;mac;linux";0;"Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Full controller support";"Free to Play;Massively Multiplayer;Simulation;Sports";"Free to Play;Fishing;Simulation";0;10585;3330;196;61;2000000-5000000;0.0;['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports'];Simulation;0.7606899029823931;2017;5.278114659230517
582660;Black Desert Online;2017-05-24;1;Pearl Abyss;Kakao Games Europe B.V.;windows;0;"Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support";"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy";"Massively Multiplayer;MMORPG;Open World";0;10337;5759;15507;3322;1000000-2000000;7.99;['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];Simulation;0.6422092445328031;2017;9.64904681386415
313160;Farming Simulator 15;2014-10-30;1;Giants Software;Giants Software;"windows;mac";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";Simulation;"Simulation;Multiplayer;Open World";16;10219;1066;1902;2660;500000-1000000;15.49;['Simulation'];Simulation;0.9055383252104564;2014;7.550661243105336
39000;Moonbase Alpha;2010-07-06;1;"Virtual Heroes;Army Game Studio";NASA;windows;0;"Single-player;Multi-player;Co-op;Valve Anti-Cheat enabled;Stats;Steam Leaderboards";"Adventure;Simulation;Strategy";"Space;Simulation;Free to Play";0;9867;1166;54;46;1000000-2000000;0.0;['Adventure', 'Simulation', 'Strategy'];Simulation;0.8943170488534397;2010;3.9889840465642745
648350;Jurassic World Evolution;2018-06-11;1;Frontier Developments;Frontier Developments;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Simulation;Strategy";"Building;Dinosaurs;Management";62;9824;4060;1201;1509;500000-1000000;34.99;['Simulation', 'Strategy'];Simulation;0.7075770671276289;2018;7.0909098220799835
657200;Hand Simulator;2017-07-18;1;HFM Games;HFM Games;windows;0;"Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats";Simulation;"Simulation;Memes;Funny";69;9792;2665;169;89;500000-1000000;1.59;['Simulation'];Simulation;0.7860640603676647;2017;5.1298987149230735
368230;Kingdom: Classic;2015-10-21;1;"Noio;Licorice";Raw Fury;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Indie;Simulation;Strategy";"Strategy;Pixel Graphics;Survival";34;9673;1227;250;199;2000000-5000000;3.99;['Indie', 'Simulation', 'Strategy'];Simulation;0.8874311926605505;2015;5.521460917862246
233860;Kenshi;2018-12-06;1;Lo-Fi Games;Lo-Fi Games;windows;0;"Single-player;Steam Workshop;Includes level editor";"Action;Indie;RPG;Simulation;Strategy";"Open World;Sandbox;RPG";0;9512;1171;1756;2026;200000-500000;22.99;['Action', 'Indie', 'RPG', 'Simulation', 'Strategy'];Simulation;0.8903865955256014;2018;7.470793774195062
389570;Mitos.is: The Game;2015-07-29;1;Freakinware Studios;Freakinware Studios;"windows;mac";0;Multi-player;"Free to Play;Simulation";"Free to Play;Multiplayer;Massively Multiplayer";0;9463;2158;268;67;2000000-5000000;0.0;['Free to Play', 'Simulation'];Simulation;0.814301695206953;2015;5.5909869805108565
645630;Car Mechanic Simulator 2018;2017-07-28;1;Red Dot Games;PlayWay S.A.;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor";"Racing;Simulation";"Simulation;Building;Driving";60;9390;2752;724;698;500000-1000000;14.99;['Racing', 'Simulation'];Simulation;0.7733487069675506;2017;6.584791392385716
552990;World of Warships;2017-11-15;1;Wargaming Group Limited;Wargaming Group Limited;windows;0;"Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases";"Action;Free to Play;Massively Multiplayer;Simulation";"Free to Play;World War II;Naval";44;9386;3667;341;135;2000000-5000000;0.0;['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation'];Simulation;0.7190684133915575;2017;5.831882477283517
266840;Age of Mythology: Extended Edition;2014-05-08;1;"SkyBox Labs;Ensemble Studios";Microsoft Studios;windows;0;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor";"Simulation;Strategy";"Strategy;RTS;Mythology";70;9336;1577;668;859;1000000-2000000;22.99;['Simulation', 'Strategy'];Simulation;0.8554934481810684;2014;6.504288173536645
493900;Dungeons 3;2017-10-13;1;Realmforge Studios;Kalypso Media Digital;"windows;mac;linux";16;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Simulation;Strategy";"Strategy;Simulation;RTS";60;8974;528;559;670;200000-500000;29.99;['Simulation', 'Strategy'];Simulation;0.9444327509997895;2017;6.326149473155099
314160;Microsoft Flight Simulator X: Steam Edition;2014-12-18;1;Microsoft Game Studios;Dovetail Games - Flight;windows;0;"Single-player;Multi-player;Partial Controller Support";Simulation;"Simulation;Flight;Realistic";0;8859;2282;991;1224;1000000-2000000;19.99;['Simulation'];Simulation;0.795170990036801;2014;6.898714534329988
228380;Wreckfest;2018-06-14;1;Bugbear;THQ Nordic;windows;0;"Single-player;Multi-player;Online Multi-Player;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards";"Action;Indie;Racing;Simulation;Sports";"Racing;Destruction;Simulation";0;8834;2486;778;1135;500000-1000000;38.99;['Action', 'Indie', 'Racing', 'Simulation', 'Sports'];Simulation;0.7803886925795053;2018;6.656726524178391
57690;Tropico 4;2011-09-01;1;Haemimont Games;Kalypso Media Digital;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards";"Simulation;Strategy";"City Builder;Simulation;Strategy";70;8740;827;518;268;2000000-5000000;12.49;['Simulation', 'Strategy'];Simulation;0.9135570189192014;2011;6.249975242259483
212070;Star Conflict;2013-02-27;1;Star Gem Inc.;Gaijin Entertainment;"windows;mac;linux";0;"Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support";"Action;Free to Play;Massively Multiplayer;Simulation";"Free to Play;Space;Action";213;8647;2796;4623;113;2000000-5000000;0.0;['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation'];Simulation;0.755658481167526;2013;8.438799123988225
234630;Project CARS;2015-03-15;1;Slightly Mad Studios;"Slightly Mad Studios;BANDAI NAMCO Entertainment";windows;0;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Leaderboards";"Racing;Simulation;Sports";"Racing;Simulation;Driving";45;8618;2720;232;282;1000000-2000000;23.39;['Racing', 'Simulation', 'Sports'];Simulation;0.7600987828541189;2015;5.44673737166631
24010;Train Simulator 2019;2015-09-17;1;Dovetail Games;Dovetail Games - Trains;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Steam Leaderboards";Simulation;"Simulation;Trains;Singleplayer";1165;8573;5336;287;385;1000000-2000000;34.99;['Simulation'];Simulation;0.6163635056438277;2015;5.659482215759621
359050;Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad;2015-09-02;1;marbenx;marbenx;windows;16;"Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards";"Action;Indie;Simulation";"Nudity;Story Rich;Pixel Graphics";21;8258;423;74;121;200000-500000;0.79;['Action', 'Indie', 'Simulation'];Simulation;0.9512728948277848;2015;4.30406509320417
320300;Car Mechanic Simulator 2015;2015-04-23;1;Red Dot Games;PlayWay S.A.;"windows;mac";0;Single-player;"Racing;Simulation";"Simulation;Building;Singleplayer";0;8238;827;680;740;500000-1000000;14.99;['Racing', 'Simulation'];Simulation;0.9087699944842802;2015;6.522092798170152
221680;Rocksmith® 2014 Edition - Remastered;2016-10-04;1;Ubisoft - San Francisco;Ubisoft;"windows;mac";0;"Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Casual;Simulation";"Music;Education;Simulation";47;8228;789;6704;7089;500000-1000000;25.99;['Casual', 'Simulation'];Simulation;0.9124986137296218;2016;8.810459642161918
344760;Reign Of Kings;2015-12-15;1;Code}{atch;Code}{atch;windows;0;Multi-player;"Action;Adventure;Indie;RPG;Simulation";"Survival;Open World;Medieval";0;8076;5997;3498;3322;200000-500000;7.19;['Action', 'Adventure', 'Indie', 'RPG', 'Simulation'];Simulation;0.5738648475804733;2015;8.159946655578548
245620;Tropico 5;2014-05-23;1;Haemimont Games;Kalypso Media Digital;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"RPG;Simulation;Strategy";"Strategy;Simulation;City Builder";70;7878;2482;292;364;1000000-2000000;14.99;['RPG', 'Simulation', 'Strategy'];Simulation;0.7604247104247104;2014;5.676753802268282
738060;Freddy Fazbear's Pizzeria Simulator;2017-12-04;1;Scott Cawthon;Scott Cawthon;windows;0;Single-player;"Free to Play;Indie;Simulation";"Free to Play;Horror;Singleplayer";0;7846;580;100;124;1000000-2000000;0.0;['Free to Play', 'Indie', 'Simulation'];Simulation;0.9311654403038215;2017;4.605170185988092
287980;Mini Metro;2015-11-06;1;Dinosaur Polo Club;Dinosaur Polo Club;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Indie;Simulation;Strategy";"Strategy;Simulation;Indie";45;7464;288;212;256;500000-1000000;6.99;['Indie', 'Simulation', 'Strategy'];Simulation;0.9628482972136223;2015;5.356586274672012
247730;Nether: Resurrected;2014-06-05;1;Phosphor Games Studio;Nether Productions, LLC;windows;0;"Single-player;Multi-player;MMO;Valve Anti-Cheat enabled";"Action;Indie;Massively Multiplayer;RPG;Simulation";"Survival;Open World;Action";0;7456;10167;257;291;500000-1000000;6.99;['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'];Simulation;0.4230834704647336;2014;5.54907608489522
244930;SNOW;2019-02-14;1;"Poppermost Productions;WastedStudios";Crytek;windows;0;"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;In-App Purchases;Steam Cloud;Steam Leaderboards";"Free to Play;Indie;Simulation;Sports";"Sports;Free to Play;Multiplayer";33;7235;3754;8180;64;1000000-2000000;0.0;['Free to Play', 'Indie', 'Simulation', 'Sports'];Simulation;0.6583856583856584;2019;9.009447429596793
376210;The Isle;2015-12-01;1;Afterthought LLC;Afterthought LLC;windows;0;"Multi-player;Partial Controller Support;Valve Anti-Cheat enabled";"Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access";"Early Access;Dinosaurs;Survival";0;7107;3219;1824;2609;200000-500000;14.99;['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access'];Simulation;0.6882626380011622;2015;7.508787170634276
491950;Orwell: Keeping an Eye On You;2016-10-27;1;Osmotic Studios;Fellow Traveller;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Adventure;Indie;Simulation";"Choices Matter;Dystopian ;Story Rich";27;7045;651;223;248;2000000-5000000;7.19;['Adventure', 'Indie', 'Simulation'];Simulation;0.9154106029106029;2016;5.407171771460119
613100;House Flipper;2018-05-17;1;Empyrean;"Frozen District;PlayWay S.A.";"windows;mac";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Indie;Simulation";"Simulation;Building;Realistic";26;7019;1761;520;350;500000-1000000;15.49;['Indie', 'Simulation'];Simulation;0.7994305239179954;2018;6.253828811575473
248390;Craft The World;2014-11-24;1;Dekovir Entertainment;Black Maple Games;"windows;mac";0;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Indie;RPG;Simulation;Strategy";"Sandbox;Crafting;Survival";75;6946;984;1891;3010;200000-500000;13.99;['Indie', 'RPG', 'Simulation', 'Strategy'];Simulation;0.8759142496847415;2014;7.544861068658458
